,mode,model_dir,load_file,save_file,roles,n_episodes,batch_size,dataset,use_categories,vocabulary_size,embedding_size,n_active_images,explore,gibbs_temperature,sender_type,n_informed_filters,loss,batch_mode,memory_sampling_distribution,shared_experience,shared_embedding,out_activation,stop_when_goal_is_passed,goal1_reached,goal2_reached,final_success_rate,symbol_histogram_median,symbol_histogram_mean,symbol_histogram_std
0,train,models/local_only,False,200823-112722-swi-4-FAL-50-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,True,50,50,4,FALSE,0.0,informed,40,mse,sample,linear,False,True,softmax,True,16520,26040,0.7250000000000001,0.0,4.0,9.0598013223249
1,train,models/local_only,False,200823-114417-swi-4-FAL-50-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,True,50,50,4,FALSE,0.0,informed,40,mse,sample,linear,True,False,softmax,True,14200,26360,0.7225,0.0,4.0,13.658696863171098
2,train,models/local_only,False,200823-120053-swi-4-FAL-50-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,True,50,50,4,FALSE,0.0,informed,40,mse,sample,linear,True,True,softmax,True,19660,23600,0.7249999999999999,0.0,4.0,14.00142849854971
3,train,models/local_only,False,200823-121451-swi-4-FAL-50-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,True,50,50,4,FALSE,0.0,informed,40,mse,sample,linear,False,True,sigmoid,True,32780,34120,0.73,0.0,4.0,7.584194090343416
4,train,models/local_only,False,200823-123443-swi-4-FAL-50-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,True,50,50,4,FALSE,0.0,informed,40,mse,sample,linear,True,False,sigmoid,True,25440,26920,0.7274999999999999,0.0,4.0,11.072488428533127
5,train,models/local_only,False,200823-125019-swi-4-FAL-50-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,True,50,50,4,FALSE,0.0,informed,40,mse,sample,linear,True,True,sigmoid,True,20500,24860,0.7225,0.0,4.0,11.336666176614711
6,train,models/local_only,False,200823-130443-swi-4-FAL-50-40,switch,75000,10,data/imagenet-200x65-vgg19.train.emb.gz,True,50,50,4,FALSE,0.0,informed,40,mse,sample,linear,False,True,softmax,True,14510,18490,0.7350000000000001,0.0,4.0,9.499473669630333
7,train,models/local_only,False,200823-132440-swi-4-FAL-50-40,switch,75000,10,data/imagenet-200x65-vgg19.train.emb.gz,True,50,50,4,FALSE,0.0,informed,40,mse,sample,linear,True,False,softmax,True,13520,17290,0.73,0.0,4.0,13.64551208273255
8,train,models/local_only,False,200823-134323-swi-4-FAL-50-40,switch,75000,10,data/imagenet-200x65-vgg19.train.emb.gz,True,50,50,4,FALSE,0.0,informed,40,mse,sample,linear,True,True,softmax,True,14830,20500,0.725,0.0,4.0,14.433294842134972
9,train,models/local_only,False,200823-140531-swi-4-FAL-50-40,switch,75000,10,data/imagenet-200x65-vgg19.train.emb.gz,True,50,50,4,FALSE,0.0,informed,40,mse,sample,linear,False,True,sigmoid,True,19210,19820,0.7400000000000001,0.0,4.0,6.587867636800241
10,train,models/local_only,False,200823-142657-swi-4-FAL-50-40,switch,75000,10,data/imagenet-200x65-vgg19.train.emb.gz,True,50,50,4,FALSE,0.0,informed,40,mse,sample,linear,True,False,sigmoid,True,17510,19410,0.73,0.0,4.0,10.376897416858279
11,train,models/local_only,False,200823-144757-swi-4-FAL-50-40,switch,75000,10,data/imagenet-200x65-vgg19.train.emb.gz,True,50,50,4,FALSE,0.0,informed,40,mse,sample,linear,True,True,sigmoid,True,17390,20030,0.7250000000000001,0.0,4.0,8.69712596206356
12,train,models/local_only,False,200823-150941-swi-4-gib-50-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,True,50,50,4,gibbs,0.1,informed,40,mse,sample,linear,False,True,softmax,True,,,0.24000000000000005,0.0,4.0,19.595917942265423
13,train,models/local_only,False,200823-155417-swi-4-gib-50-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,True,50,50,4,gibbs,0.1,informed,40,mse,sample,linear,True,False,softmax,True,,,0.2725,0.0,4.0,19.595917942265423
14,train,models/local_only,False,200823-163906-swi-4-gib-50-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,True,50,50,4,gibbs,0.1,informed,40,mse,sample,linear,True,True,softmax,True,,,0.22999999999999998,0.0,4.0,19.595917942265423
15,train,models/local_only,False,200823-172355-swi-4-gib-50-40,switch,75000,20,data/imagenet-200x65-vgg19.train.emb.gz,True,50,50,4,gibbs,0.1,informed,40,mse,sample,linear,False,True,sigmoid,True,,,0.36249999999999993,3.5,4.0,2.2978250586152114
